TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD
Break and Enter Residential/Other,2016,8,10,0,0,Hastings-Sunrise
Offence Against a Person,2016,3,27,,,Riley Park
Other Theft,2016,5,25,1,46,West End
Theft from Vehicle,2016,1,20,1,30,Renfrew-Collingwood
Break and Enter Commercial,2016,5,29,0,0,Central Business District
Other Theft,2016,11,23,16,9,Central Business District
Theft from Vehicle,2016,9,18,19,0,Kitsilano
Theft from Vehicle,2016,3,21,19,0,Oakridge
Mischief,2016,1,30,12,0,Strathcona
Break and Enter Commercial,2016,11,19,6,58,Central Business District
Theft from Vehicle,2016,7,3,18,0,Kitsilano
Theft of Vehicle,2016,8,2,9,50,Strathcona
Theft from Vehicle,2016,8,10,19,0,Riley Park
Theft from Vehicle,2016,5,28,20,0,Central Business District
Theft from Vehicle,2016,5,30,5,28,Grandview-Woodland
Theft from Vehicle,2016,11,22,8,23,Mount Pleasant
Other Theft,2016,11,24,22,29,Central Business District
Theft from Vehicle,2016,7,6,18,30,Kitsilano
Theft from Vehicle,2016,5,6,16,0,Kitsilano
Other Theft,2016,9,27,17,0,Central Business District
Theft from Vehicle,2016,6,21,17,30,Kitsilano
Theft of Vehicle,2016,11,4,18,0,Central Business District
Break and Enter Residential/Other,2016,8,30,13,0,Renfrew-Collingwood
Theft from Vehicle,2016,9,8,16,30,Fairview
Theft from Vehicle,2016,3,15,19,0,Central Business District
Theft from Vehicle,2016,3,13,22,0,Fairview
Theft from Vehicle,2016,1,1,16,0,Fairview
Mischief,2016,9,15,9,0,Fairview
Other Theft,2016,6,5,16,0,Riley Park
Offence Against a Person,2016,6,29,,,Riley Park
Break and Enter Commercial,2016,4,8,4,43,Central Business District
Break and Enter Residential/Other,2016,7,18,14,0,Mount Pleasant
Theft of Vehicle,2016,7,6,17,45,Victoria-Fraserview
Theft from Vehicle,2016,4,12,17,25,Fairview
Offence Against a Person,2016,10,20,,,Riley Park
Theft of Vehicle,2016,11,8,8,0,Hastings-Sunrise
Mischief,2016,6,7,18,59,Strathcona
Other Theft,2016,5,19,21,2,West End
Other Theft,2016,9,3,18,18,Victoria-Fraserview
Other Theft,2016,9,5,11,46,Central Business District
Other Theft,2016,6,27,12,53,Central Business District
Theft from Vehicle,2016,1,27,0,0,West End
Offence Against a Person,2016,9,20,,,Riley Park
Break and Enter Residential/Other,2016,8,9,9,0,Mount Pleasant
Theft from Vehicle,2016,10,6,18,0,Kitsilano
Offence Against a Person,2016,3,4,,,Riley Park
Other Theft,2016,1,27,12,6,Central Business District
Break and Enter Commercial,2016,4,22,23,0,Central Business District
Theft from Vehicle,2016,6,11,9,30,Central Business District
Offence Against a Person,2016,5,19,,,Riley Park
Theft from Vehicle,2016,7,19,0,1,Central Business District
Theft from Vehicle,2016,3,14,8,45,Central Business District
Theft from Vehicle,2016,8,28,21,30,West End
Mischief,2016,9,13,8,52,Strathcona
Other Theft,2016,4,9,0,0,West End
Offence Against a Person,2016,10,30,,,Riley Park
Break and Enter Commercial,2016,4,7,17,0,Central Business District
Break and Enter Commercial,2016,6,29,21,30,Central Business District
Offence Against a Person,2016,8,6,,,Riley Park
Theft from Vehicle,2016,3,4,18,0,Central Business District
Other Theft,2016,11,5,18,15,Hastings-Sunrise
Other Theft,2016,7,8,21,39,Central Business District
Theft from Vehicle,2016,6,26,23,0,Grandview-Woodland
Offence Against a Person,2016,11,9,,,Riley Park
Other Theft,2016,3,24,13,0,Central Business District
Theft from Vehicle,2016,10,7,22,30,Hastings-Sunrise
Offence Against a Person,2016,7,22,,,Riley Park
Mischief,2016,7,23,21,0,Kitsilano
Theft of Vehicle,2016,2,28,0,0,Grandview-Woodland
Other Theft,2016,6,22,6,15,West End
Break and Enter Commercial,2016,6,16,0,30,Central Business District
Other Theft,2016,2,19,14,15,Central Business District
Other Theft,2016,7,25,13,58,Renfrew-Collingwood
Offence Against a Person,2016,11,17,,,Riley Park
Theft from Vehicle,2016,6,25,12,0,Riley Park
Break and Enter Commercial,2016,9,11,9,38,Central Business District
Other Theft,2016,3,4,12,51,Central Business District
Theft of Vehicle,2016,5,23,16,0,Kitsilano
Theft from Vehicle,2016,11,5,18,0,Kitsilano
Theft from Vehicle,2016,11,10,8,30,Central Business District
Other Theft,2016,7,20,14,0,Central Business District
Offence Against a Person,2016,10,16,,,Riley Park
Theft from Vehicle,2016,3,8,11,30,Central Business District
Theft from Vehicle,2016,3,8,11,0,Central Business District
Other Theft,2016,7,27,1,0,Central Business District
Other Theft,2016,8,8,20,57,Central Business District
Mischief,2016,11,29,8,21,Strathcona
Other Theft,2016,8,25,18,0,Central Business District
Theft from Vehicle,2016,4,24,22,30,West End
Theft from Vehicle,2016,7,4,18,0,West End
Theft from Vehicle,2016,3,21,22,0,Shaughnessy
Theft from Vehicle,2016,3,23,2,30,Fairview
Other Theft,2016,8,25,22,0,Central Business District
Theft of Vehicle,2016,10,5,21,30,Grandview-Woodland
Other Theft,2016,9,12,16,39,Central Business District
Mischief,2016,9,24,3,5,Strathcona
Mischief,2016,6,24,22,0,Kitsilano
Other Theft,2016,3,26,1,5,Central Business District
Break and Enter Commercial,2016,5,12,4,12,Central Business District
Other Theft,2016,5,15,13,15,Central Business District
Other Theft,2016,9,20,15,0,Central Business District
Theft from Vehicle,2016,5,17,23,30,Kitsilano
Theft from Vehicle,2016,1,1,1,0,Mount Pleasant
Theft from Vehicle,2016,1,21,18,0,Mount Pleasant
Theft from Vehicle,2016,11,19,17,0,Mount Pleasant
Other Theft,2016,4,17,19,0,Central Business District
Theft from Vehicle,2016,6,19,0,0,Kitsilano
Theft of Vehicle,2016,1,14,5,54,Kensington-Cedar Cottage
Other Theft,2016,2,26,22,45,Central Business District
Theft from Vehicle,2016,10,22,21,0,Riley Park
Break and Enter Commercial,2016,7,7,2,15,Central Business District
Offence Against a Person,2016,8,2,,,Riley Park
Theft from Vehicle,2016,11,18,7,45,Central Business District
Break and Enter Commercial,2016,11,28,11,38,Central Business District
Theft from Vehicle,2016,1,20,20,0,Central Business District
Other Theft,2016,8,14,6,10,West Point Grey
Other Theft,2016,6,11,13,0,Central Business District
Offence Against a Person,2016,6,13,,,Riley Park
Mischief,2016,10,20,20,30,Strathcona
Break and Enter Commercial,2016,5,6,9,23,Central Business District
Break and Enter Commercial,2016,5,30,21,0,Central Business District
Break and Enter Commercial,2016,6,10,5,47,Central Business District
Break and Enter Commercial,2016,7,18,3,32,Central Business District
Break and Enter Commercial,2016,9,13,2,50,Central Business District
Break and Enter Commercial,2016,10,21,5,0,Central Business District
Other Theft,2016,4,2,1,0,Central Business District
Break and Enter Commercial,2016,11,30,5,40,Central Business District
Theft from Vehicle,2016,3,6,2,0,Central Business District
Other Theft,2016,4,14,23,0,Central Business District
Other Theft,2016,7,1,12,30,Central Business District
Mischief,2016,5,1,17,30,Strathcona
Other Theft,2016,8,17,10,16,Central Business District
Other Theft,2016,8,17,10,17,Central Business District
Mischief,2016,2,19,6,11,Strathcona
Mischief,2016,1,6,10,0,Strathcona
Other Theft,2016,9,8,12,54,Central Business District
Other Theft,2016,3,20,12,0,Fairview
Other Theft,2016,11,14,12,8,Central Business District
Other Theft,2016,2,24,11,17,Fairview
Mischief,2016,1,5,8,30,Strathcona
Other Theft,2016,11,25,22,0,Central Business District
Offence Against a Person,2016,9,8,,,Riley Park
Other Theft,2016,4,28,20,30,West End
Mischief,2016,3,14,0,21,Strathcona
Mischief,2016,3,11,1,50,Strathcona
Break and Enter Residential/Other,2016,2,21,7,0,Renfrew-Collingwood
Break and Enter Residential/Other,2016,6,27,16,9,Renfrew-Collingwood
Other Theft,2016,6,18,10,39,West End
Theft from Vehicle,2016,3,4,19,0,Hastings-Sunrise
Break and Enter Commercial,2016,3,3,8,54,Central Business District
Break and Enter Commercial,2016,4,23,8,30,Central Business District
Break and Enter Commercial,2016,5,1,1,2,Central Business District
Break and Enter Commercial,2016,10,9,15,0,Central Business District
Theft from Vehicle,2016,8,31,7,0,Central Business District
Theft from Vehicle,2016,3,13,19,3,Central Business District
Other Theft,2016,8,12,20,0,West End
Offence Against a Person,2016,11,10,,,Riley Park
Other Theft,2016,8,12,12,45,Central Business District
Break and Enter Residential/Other,2016,1,7,11,0,Mount Pleasant
Theft from Vehicle,2016,8,1,21,30,Strathcona
Theft from Vehicle,2016,6,16,20,30,Oakridge
Theft from Vehicle,2016,7,16,9,0,Oakridge
Theft from Vehicle,2016,2,25,23,0,Kitsilano
Theft from Vehicle,2016,7,3,23,0,Mount Pleasant
Theft from Vehicle,2016,11,20,21,40,Fairview
Theft from Vehicle,2016,3,26,4,0,South Cambie
Break and Enter Residential/Other,2016,11,15,5,45,Mount Pleasant
Theft from Vehicle,2016,8,20,0,0,South Cambie
Theft from Vehicle,2016,3,26,9,30,Central Business District
Theft from Vehicle,2016,11,15,21,0,Fairview
Theft from Vehicle,2016,1,10,23,0,Fairview
Break and Enter Commercial,2016,5,14,23,0,Central Business District
Theft of Vehicle,2016,3,22,17,0,Riley Park
Other Theft,2016,4,26,18,30,West End
Break and Enter Commercial,2016,5,15,17,0,Central Business District
Theft from Vehicle,2016,11,16,10,15,Central Business District
Break and Enter Commercial,2016,7,10,22,23,Central Business District
Theft from Vehicle,2016,10,12,18,0,West Point Grey
Mischief,2016,5,11,13,0,Mount Pleasant
Theft from Vehicle,2016,6,24,6,15,Central Business District
Theft from Vehicle,2016,4,10,22,0,Central Business District
Break and Enter Commercial,2016,8,31,0,1,Central Business District
Theft from Vehicle,2016,5,21,21,25,Central Business District
Break and Enter Residential/Other,2016,1,9,20,0,Mount Pleasant
Theft from Vehicle,2016,3,15,13,45,Central Business District
Break and Enter Commercial,2016,9,13,5,8,Central Business District
Theft from Vehicle,2016,7,8,21,30,Central Business District
Theft from Vehicle,2016,11,19,7,0,Central Business District
Offence Against a Person,2016,11,21,,,Riley Park
Mischief,2016,12,3,23,0,Mount Pleasant
Other Theft,2016,10,12,12,47,West Point Grey
Break and Enter Commercial,2016,9,17,19,0,Central Business District
Break and Enter Commercial,2016,9,18,5,53,Central Business District
Break and Enter Commercial,2016,12,4,17,0,Central Business District
Other Theft,2016,3,9,0,0,West End
Other Theft,2016,10,8,9,0,Central Business District
Other Theft,2016,4,10,18,30,West End
Theft from Vehicle,2016,11,13,16,6,Central Business District
Theft from Vehicle,2016,9,10,13,55,Central Business District
Other Theft,2016,9,20,10,43,Central Business District
Other Theft,2016,3,18,17,30,Fairview
Theft from Vehicle,2016,8,19,9,0,Hastings-Sunrise
Theft from Vehicle,2016,8,26,19,0,Central Business District
Theft from Vehicle,2016,8,22,11,1,Central Business District
Other Theft,2016,8,26,0,0,Grandview-Woodland
Other Theft,2016,3,5,22,0,Grandview-Woodland
Mischief,2016,11,6,2,0,Strathcona
Theft of Vehicle,2016,11,10,3,0,Riley Park
Other Theft,2016,8,8,10,38,Central Business District
Theft from Vehicle,2016,6,22,13,45,Central Business District
Other Theft,2016,7,15,9,13,Central Business District
Mischief,2016,8,6,8,55,Strathcona
Mischief,2016,1,7,1,59,Strathcona
Other Theft,2016,4,9,13,30,Grandview-Woodland
Theft from Vehicle,2016,6,12,19,30,Central Business District
Theft from Vehicle,2016,11,6,20,0,Fairview
Mischief,2016,9,6,12,3,Strathcona
Mischief,2016,8,3,8,45,Strathcona
Break and Enter Residential/Other,2016,8,13,11,30,Fairview
Break and Enter Residential/Other,2016,5,21,18,33,Mount Pleasant
Break and Enter Residential/Other,2016,7,17,12,42,Kitsilano
Other Theft,2016,6,22,20,32,West Point Grey
Theft from Vehicle,2016,5,19,9,0,Central Business District
Other Theft,2016,6,1,1,27,West Point Grey
Offence Against a Person,2016,2,21,,,Riley Park
Mischief,2016,4,20,15,48,Strathcona
Break and Enter Residential/Other,2016,10,28,9,53,Hastings-Sunrise
Theft from Vehicle,2016,11,9,17,30,Hastings-Sunrise
Theft from Vehicle,2016,10,3,22,0,Central Business District
Theft from Vehicle,2016,2,4,6,50,Central Business District
Theft of Vehicle,2016,4,26,5,0,Marpole
Mischief,2016,8,21,15,9,Strathcona
Theft from Vehicle,2016,1,8,6,0,Central Business District
Offence Against a Person,2016,9,4,,,Riley Park
Mischief,2016,6,17,21,47,Strathcona
Offence Against a Person,2016,5,18,,,Riley Park
Theft from Vehicle,2016,4,22,17,0,Mount Pleasant
Theft from Vehicle,2016,5,9,3,25,Mount Pleasant
Theft from Vehicle,2016,7,2,23,0,Mount Pleasant
Theft from Vehicle,2016,8,1,10,30,Mount Pleasant
Other Theft,2016,12,4,14,30,Fairview
Theft from Vehicle,2016,10,31,0,30,Central Business District
Break and Enter Residential/Other,2016,6,3,11,35,Hastings-Sunrise
Break and Enter Residential/Other,2016,6,3,11,55,Hastings-Sunrise
Break and Enter Residential/Other,2016,6,3,11,58,Hastings-Sunrise
Theft from Vehicle,2016,10,3,20,0,Mount Pleasant
Break and Enter Residential/Other,2016,6,3,12,0,Hastings-Sunrise
Other Theft,2016,5,4,10,59,Central Business District
Other Theft,2016,3,6,11,54,Central Business District
Other Theft,2016,10,3,18,0,Kitsilano
Offence Against a Person,2016,8,5,,,Riley Park
Theft from Vehicle,2016,1,28,13,45,Central Business District
Offence Against a Person,2016,10,30,,,Riley Park
Theft from Vehicle,2016,11,17,22,0,Hastings-Sunrise
Break and Enter Commercial,2016,6,20,4,38,Central Business District
Other Theft,2016,1,2,14,15,Central Business District
Break and Enter Commercial,2016,5,3,17,0,Central Business District
Theft of Vehicle,2016,3,15,0,0,Strathcona
Theft of Vehicle,2016,3,21,22,0,Strathcona
Offence Against a Person,2016,8,3,,,Riley Park
Break and Enter Commercial,2016,5,3,4,56,Central Business District
Offence Against a Person,2016,10,19,,,Riley Park
Break and Enter Residential/Other,2016,7,12,10,52,Kitsilano
Other Theft,2016,1,11,13,14,Grandview-Woodland
Other Theft,2016,10,26,17,30,Grandview-Woodland
Break and Enter Commercial,2016,10,13,18,0,Dunbar-Southlands
Break and Enter Commercial,2016,3,1,3,26,South Cambie
Other Theft,2016,1,23,17,0,Grandview-Woodland
Offence Against a Person,2016,1,12,,,Riley Park
Theft of Vehicle,2016,11,19,19,30,Victoria-Fraserview
Break and Enter Residential/Other,2016,11,21,1,0,Kitsilano
Mischief,2016,8,15,22,0,Mount Pleasant
Offence Against a Person,2016,1,3,,,Riley Park
Theft from Vehicle,2016,6,9,21,0,Kitsilano
Theft from Vehicle,2016,5,7,22,0,Central Business District
Other Theft,2016,4,18,12,1,Grandview-Woodland
Other Theft,2016,8,24,7,51,Grandview-Woodland
Offence Against a Person,2016,8,17,,,Riley Park
Theft from Vehicle,2016,3,18,18,0,Central Business District
Theft from Vehicle,2016,3,7,14,0,Central Business District
Theft from Vehicle,2016,1,12,14,15,Central Business District
Other Theft,2016,9,24,9,0,Grandview-Woodland
Other Theft,2016,8,13,14,24,Grandview-Woodland
Theft from Vehicle,2016,9,9,8,0,Fairview
Theft from Vehicle,2016,6,26,13,0,Fairview
Theft from Vehicle,2016,3,23,16,0,Fairview
Theft from Vehicle,2016,1,7,22,0,Fairview
Theft from Vehicle,2016,8,29,18,0,Kitsilano
Other Theft,2016,2,10,0,41,Grandview-Woodland
Break and Enter Residential/Other,2016,1,1,21,0,Kitsilano
Other Theft,2016,11,5,22,0,Grandview-Woodland
Other Theft,2016,3,29,10,45,Grandview-Woodland
Other Theft,2016,4,13,22,35,Grandview-Woodland
Theft from Vehicle,2016,2,18,0,0,Killarney
Theft from Vehicle,2016,6,13,21,30,Killarney
Offence Against a Person,2016,9,3,,,Riley Park
Theft from Vehicle,2016,4,24,21,0,Victoria-Fraserview
Theft of Vehicle,2016,4,21,17,30,Grandview-Woodland
Break and Enter Residential/Other,2016,3,19,23,0,Kitsilano
Offence Against a Person,2016,2,15,,,Riley Park
Offence Against a Person,2016,2,9,,,Riley Park
Mischief,2016,6,28,4,3,Strathcona
Theft from Vehicle,2016,5,30,19,15,Renfrew-Collingwood
Mischief,2016,2,14,2,5,Strathcona
Theft from Vehicle,2016,5,28,0,0,Hastings-Sunrise
Break and Enter Commercial,2016,8,25,18,45,Arbutus Ridge
Break and Enter Commercial,2016,6,12,4,40,Arbutus Ridge
Break and Enter Commercial,2016,6,12,4,41,Arbutus Ridge
Break and Enter Residential/Other,2016,12,3,14,10,Arbutus Ridge
Break and Enter Commercial,2016,6,12,4,48,Arbutus Ridge
Theft from Vehicle,2016,10,21,3,44,Mount Pleasant
Theft from Vehicle,2016,6,6,14,44,Mount Pleasant
Theft from Vehicle,2016,4,23,12,0,Kitsilano
Mischief,2016,4,25,12,33,Strathcona
Break and Enter Commercial,2016,8,2,0,0,Riley Park
Offence Against a Person,2016,10,19,,,Riley Park
Mischief,2016,11,25,14,0,Mount Pleasant
Offence Against a Person,2016,2,20,,,Riley Park
Other Theft,2016,9,9,13,30,Renfrew-Collingwood
Theft from Vehicle,2016,4,24,6,9,Kitsilano
Break and Enter Commercial,2016,8,4,19,26,Shaughnessy
Offence Against a Person,2016,4,5,,,Riley Park
Break and Enter Commercial,2016,3,16,16,0,Kensington-Cedar Cottage
Break and Enter Commercial,2016,6,6,22,27,Kensington-Cedar Cottage
Break and Enter Commercial,2016,6,15,0,51,Kensington-Cedar Cottage
Break and Enter Commercial,2016,8,21,4,16,Kensington-Cedar Cottage
Offence Against a Person,2016,4,21,,,Riley Park
Other Theft,2016,9,10,8,30,Riley Park
Break and Enter Commercial,2016,8,18,23,2,Riley Park
Break and Enter Commercial,2016,10,15,15,34,Riley Park
Mischief,2016,7,12,6,0,Mount Pleasant
Other Theft,2016,11,9,12,0,Central Business District
Other Theft,2016,3,3,21,0,Central Business District
Other Theft,2016,7,14,16,0,Kitsilano
Break and Enter Commercial,2016,3,17,5,35,Kensington-Cedar Cottage
Other Theft,2016,3,6,16,30,Grandview-Woodland
Mischief,2016,8,15,0,0,Mount Pleasant
Theft from Vehicle,2016,10,25,17,30,Arbutus Ridge
Theft from Vehicle,2016,10,27,3,0,Kitsilano
Mischief,2016,1,15,10,52,Mount Pleasant
Other Theft,2016,3,28,21,25,Grandview-Woodland
Theft from Vehicle,2016,9,26,22,0,Central Business District
Theft of Vehicle,2016,8,17,11,1,Central Business District
Theft of Vehicle,2016,3,19,23,30,Strathcona
Other Theft,2016,4,1,21,3,Grandview-Woodland
Mischief,2016,5,26,22,15,Sunset
Break and Enter Commercial,2016,4,15,22,30,Riley Park
Theft of Vehicle,2016,4,2,20,15,Strathcona
